HAUL ID,Year,Date,Sea,Ices division,Predator Latin name,Predator common name,Pooled,Mean length of predator,Prey Latin name,Prey common name,Prey group,Predator ID,Number of stomachs,Prey Length,Minimum number
END04-11-49,2011,24/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32,APHRODITE ACULEATA,SEA MOUSE,Polychaete,END04-11-49/HAD-3,1,,1
END04-11-83,2011,28/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,25.2,APHRODITE ACULEATA,SEA MOUSE,Polychaete,END04-11-83/HAD-1,1,,1
CIROL03-91-62,1991,01/04/1991,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,25,AMPHIPODA,AMPHIPODA,Amphipod,CIROL03-91-62\HAD-1004711,1,,1
CIROL03-91-8,1991,12/03/1991,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,21,AMPHIPODA,AMPHIPODA,Amphipod,CIROL03-91-8\HAD-1003910,1,,1
CIROL04-92-15,1992,29/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,21,AMPHIPODA,AMPHIPODA,Amphipod,CIROL04-92-15\HAD-375,1,,1
CIROL04-92-22,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,20,AMPHIPODA,AMPHIPODA,Amphipod,CIROL04-92-22\HAD-339,1,,1
CIROL04-92-35,1992,02/04/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,24,AMPHIPODA,AMPHIPODA,Amphipod,CIROL04-92-35\HAD-353,1,,3
CLION11-83-24,1983,15/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,16,AMPHIPODA,AMPHIPODA,Amphipod,CLION11-83-24\HAD-3,1,,1
CLION11-83-54,1983,22/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,13,AMPHIPODA,AMPHIPODA,Amphipod,CLION11-83-54\HAD-2,1,,8
CIROL03-78-A2,1978,01/03/1978,North Sea,IVb/IVc,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,22,AMPHIPODA,AMPHIPODA,Amphipod,CIROL03-78-A2\HAD-2,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,63,ANTHOZOA,ANEMONE SPP,Anemone,CIROL04-92-2\HAD-366,1,,2
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,39,ANTHOZOA,ANEMONE SPP,Anemone,CIROL04-92-2\HAD-372,1,,2
CLION11-83-58,1983,23/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,45,ANTHOZOA,ANEMONE SPP,Anemone,CLION11-83-58\HAD-3,1,,10
END04-10-69,2010,25/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69.3,GONEPLAX RHOMBOIDES,ANGULAR CRAB,Crab,END04-10-69\HAD-1,1,1.80,1
END04-10-69,2010,25/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69.3,GONEPLAX RHOMBOIDES,ANGULAR CRAB,Crab,END04-10-69\HAD-1,1,1.70,1
END04-10-63,2010,24/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,57.5,GONEPLAX RHOMBOIDES,ANGULAR CRAB,Crab,END04-10-63\HAD-1,1,1.70,1
END04-10-63,2010,24/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,57.5,GONEPLAX RHOMBOIDES,ANGULAR CRAB,Crab,END04-10-63\HAD-1,1,1.50,1
END04-10-2,2010,17/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,55,APHRODITE ACULEATA,SEA MOUSE,Polychaete,END04-10-2\HAD-1,1,,1
CLION11-83-49,1983,21/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34,APHRODITE ACULEATA,SEA MOUSE,Polychaete,CLION11-83-49\HAD-2,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,41,ASCIDIACEA,SEA SQUIRTS,Ascidian,CIROL04-92-2\HAD-371,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,41,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,CIROL04-92-2\HAD-371,1,,1
CIROL03-91-22,1991,21/03/1991,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,22,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,CIROL03-91-22\HAD-1003073,1,,1
CLION11-83-35,1983,17/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,50,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,CLION11-83-35\HAD-1,1,,1
CLION11-83-28,1983,16/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,14,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,CLION11-83-28\HAD-1,1,,1
CLION11-83-28,1983,16/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,13,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,CLION11-83-28\HAD-2,1,,1
END04-10-62,2010,24/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,END04-10-62\HAD-2,1,,1
END04-10-71,2010,25/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47.5,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,END04-10-71\HAD-3,1,,4
END04-10-93,2010,28/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,END04-10-93\HAD-1,1,,1
END04-11-69,2011,26/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,27.2,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,END04-11-69/HAD-4,1,,1
END04-11-25,2011,21/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46.2,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,END04-11-25/HAD-1,1,,1
END04-10-56,2010,23/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,16.9,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,END04-10-56\HAD-3,1,,1
END04-10-56,2010,23/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,14.8,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,END04-10-56\HAD-4,1,,1
END04-10-59,2010,24/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,18.5,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,END04-10-59\HAD-1,1,,1
CIROL03-78-A2,1978,01/03/1978,North Sea,IVb/IVc,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,51,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL03-78-A2\HAD-7,1,,1
CIROL03-91-7,1991,12/03/1991,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,40,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL03-91-7\HAD-1003070,1,,1
CIROL04-92-15,1992,29/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,23,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-15\HAD-376,1,,1
CIROL04-92-20,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,22,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-20\HAD-327,1,,1
CIROL04-92-21,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,21,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-21\HAD-330,1,,1
CIROL04-92-22,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,20,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-22\HAD-335,1,,1
CIROL04-92-22,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,20,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-22\HAD-336,1,,1
CIROL04-92-22,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,21,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-22\HAD-337,1,,1
CIROL04-92-22,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,22,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-22\HAD-338,1,,1
CIROL04-92-22,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,20,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-22\HAD-339,1,,1
CIROL04-92-21,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,60,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-21\HAD-334,1,,1
CIROL04-92-28,1992,01/04/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,21,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-28\HAD-346,1,,1
CIROL04-92-28,1992,01/04/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,24,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-28\HAD-347,1,,1
CIROL04-92-28,1992,01/04/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,23,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-28\HAD-349,1,,1
CIROL04-92-33,1992,02/04/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,23,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CIROL04-92-33\HAD-352,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,37,CALLIANASSA SUBTERRANEA,BURROWING SHRIMP,Shrimp,CIROL04-92-2\HAD-361,1,,1
END04-11-24,2011,21/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-11-24/HAD-3,1,,1
END04-11-43,2011,23/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31.7,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-11-43/HAD-3,1,8,1
END04-11-43,2011,23/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,27.7,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-11-43/HAD-4,1,,1
END04-11-73,2011,27/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31.5,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-11-73/HAD-1,1,3,1
END04-11-75,2011,27/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,49.5,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-11-75/HAD-1,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,49,ANTHOZOA,ANEMONE SPP,Anemone,DUBUIT-1984-H14\HAD-14743,1,,2
DUBUIT-1984-H24,1984,29/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,22,ANTHOZOA,ANEMONE SPP,Anemone,DUBUIT-1984-H24\HAD-14784,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,ANTHOZOA,ANEMONE SPP,Anemone,DUBUIT-1984-H386\HAD-15093,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47,ANTHOZOA,ANEMONE SPP,Anemone,DUBUIT-1984-H386\HAD-15100,1,,5
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,ANTHOZOA,ANEMONE SPP,Anemone,DUBUIT-1984-H389\HAD-15094,1,,2
DUBUIT-1984-H448,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,39,ANTHOZOA,ANEMONE SPP,Anemone,DUBUIT-1984-H448\HAD-15140,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,ANTHOZOA,ANEMONE SPP,Anemone,DUBUIT-1984-H449\HAD-15132,1,,1
DUBUIT-1984-H566,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,62,ANTHOZOA,ANEMONE SPP,Anemone,DUBUIT-1984-H566\HAD-15134,1,,1
DUBUIT-1984-H456,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H456\HAD-15136,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H449\HAD-15131,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H449\HAD-15132,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,41,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H389\HAD-15096,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H386\HAD-15093,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H386\HAD-15092,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H386\HAD-15100,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,67,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H386\HAD-15104,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H14\HAD-14744,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H14\HAD-14758,1,,2
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,76,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H14\HAD-14749,1,,2
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H14\HAD-14744,1,,8
DUBUIT-1984-H303,1984,06/09/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,40,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H303\HAD-15043,1,,13
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H386\HAD-15106,1,,2
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,53,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H386\HAD-15099,1,,1
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,78,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H387\HAD-15110,1,,3
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,41,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H389\HAD-15096,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H389\HAD-15097,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,73,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H449\HAD-15137,1,,1
DUBUIT-1984-H448,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H448\HAD-15139,1,,1
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H387\HAD-15108,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,52,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H16\HAD-14742,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,57,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H16\HAD-14748,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,53,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H16\HAD-14746,1,,4
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,55,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H16\HAD-14745,1,,7
DUBUIT-1984-H566,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,62,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H566\HAD-15134,1,,2
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,PHYLLODOCIDAE ,PHYLLODOCIDAE ,Polychaete,DUBUIT-1984-H389\HAD-15094,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30,EUNICIDAE  ,EUNICIDAE  ,Polychaete,DUBUIT-1984-H16\HAD-14756,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,57,EUNICIDAE  ,EUNICIDAE  ,Polychaete,DUBUIT-1984-H16\HAD-14748,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,49,EUNICIDAE  ,EUNICIDAE  ,Polychaete,DUBUIT-1984-H14\HAD-14743,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,76,GLYCERIDAE  ,GLYCERIDAE  ,Polychaete,DUBUIT-1984-H14\HAD-14749,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32,GLYCERIDAE  ,GLYCERIDAE  ,Polychaete,DUBUIT-1984-H16\HAD-14755,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,52,GLYCERIDAE  ,GLYCERIDAE  ,Polychaete,DUBUIT-1984-H16\HAD-14742,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,GLYCERIDAE  ,GLYCERIDAE  ,Polychaete,DUBUIT-1984-H14\HAD-14744,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,GLYCERIDAE  ,GLYCERIDAE  ,Polychaete,DUBUIT-1984-H14\HAD-14758,1,,2
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,73,GLYCERIDAE  ,GLYCERIDAE  ,Polychaete,DUBUIT-1984-H449\HAD-15137,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,GLYCERIDAE  ,GLYCERIDAE  ,Polychaete,DUBUIT-1984-H449\HAD-15131,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,55,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H16\HAD-14745,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,42,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H389\HAD-15095,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,73,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H449\HAD-15137,1,,1
DUBUIT-1984-H303,1984,06/09/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,40,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H303\HAD-15043,1,,3
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H386\HAD-15091,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,55,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H16\HAD-14745,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,76,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H14\HAD-14749,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,APHRODITE ACULEATA,SEA MOUSE,Polychaete,DUBUIT-1984-H14\HAD-14758,1,,5
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H14\HAD-14744,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,52,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H16\HAD-14742,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,57,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H16\HAD-14748,1,,1
DUBUIT-1984-H455,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,29,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H455\HAD-15138,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,POLYCHAETA,BRISTLE WORMS,Polychaete,DUBUIT-1984-H14\HAD-14758,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47,GASTROPODA,GASTROPODA,Gastropod,DUBUIT-1984-H386\HAD-15100,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47,GASTROPODA,GASTROPODA,Gastropod,DUBUIT-1984-H386\HAD-15100,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30,GASTROPODA,GASTROPODA,Gastropod,DUBUIT-1984-H16\HAD-14756,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,53,GASTROPODA,GASTROPODA,Gastropod,DUBUIT-1984-H16\HAD-14746,1,,1
DUBUIT-1984-H303,1984,06/09/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,40,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H303\HAD-15043,1,,8
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H386\HAD-15106,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H386\HAD-15093,1,,1
